Customer ID,Recency,Frequency,Monetary,Cluster_KMeans
SS-20875,14.0,21,4772.1508,1
ST-10530,95.0,6,943.26,2
ST-20530,6.0,32,14064.01106,1
SU-10665,48.0,6,3331.134,2
SU-20665,4.0,23,7442.46,1
SV-10365,562.0,5,1256.472,0
SV-10785,75.0,7,2969.43,2
SV-10815,8.0,9,7728.912,2
SV-10935,11.0,3,487.746,2
SV-20365,101.0,31,22376.44748,1
SV-20785,124.0,27,14262.9351,1
SV-20815,34.0,24,14575.50118,1
SV-20935,0.0,28,15197.6927,1
SW-10245,496.0,4,1901.91,0
SW-10275,558.0,5,1480.578,0
SW-10350,100.0,9,1244.454,2
SW-10455,7.0,9,2205.252,2
SW-10755,43.0,7,2346.906,2
SW-20245,12.0,26,13576.68382,1
SW-20275,31.0,33,15564.966699999999,1
SW-20350,12.0,21,6923.24944,1
SW-20455,7.0,22,6038.0162,1
SW-20755,15.0,31,23321.579999999998,1
SZ-10035,956.0,4,1164.15,0
SZ-20035,13.0,37,15192.376,1
TA-11385,8.0,5,4819.95,2
TA-21385,18.0,25,35668.120800000004,1
TB-11055,856.0,3,2355.138,0
TB-11175,216.0,4,850.326,2
TB-11190,344.0,4,1115.3700000000001,2
TB-11250,1.0,15,7270.836,2
TB-11280,156.0,9,1574.322,2
TB-11355,14.0,8,438.162,2
TB-11400,154.0,9,3103.323,2
TB-11520,18.0,11,3991.5209999999997,2
TB-11595,162.0,4,752.0699999999999,2
TB-11625,398.0,5,1810.752,0
TB-21055,35.0,29,13671.71072,1
TB-21175,39.0,27,16573.5984,1
TB-21190,98.0,17,10686.47152,1
TB-21250,2.0,28,11830.0907,1
TB-21280,71.0,26,10127.01266,1
TB-21355,99.0,20,9205.113,1
TB-21400,47.0,26,21375.988,1
TB-21520,96.0,34,16716.76172,1
TB-21595,37.0,26,8437.989,1
TB-21625,41.0,31,13266.1971,1
TC-10980,47.0,8,3239.064,2
TC-11145,12.0,10,3799.926,2
TC-11295,12.0,5,730.908,2
TC-11475,408.0,9,1907.7540000000001,0
TC-11535,370.0,4,2214.9719999999998,0
TC-20980,127.0,28,34218.269,1
TC-21145,11.0,25,18419.94306,1
TC-21295,46.0,29,19391.8981,1
TC-21475,1.0,29,10722.52656,1
TC-21535,0.0,30,8888.0601,1
TD-10995,460.0,3,780.378,0
TD-20995,0.0,25,6924.1875,1
TG-11310,160.0,3,714.417,2
TG-11640,40.0,9,4906.533,2
TG-21310,14.0,32,12305.231600000001,1
TG-21640,5.0,33,13973.7773,1
TH-11100,253.0,4,1856.19,2
TH-11115,196.0,6,1870.17,2
TH-11235,230.0,10,3901.3469999999998,2
TH-11550,462.0,5,283.83,0
TH-21100,6.0,27,13684.8726,1
TH-21115,43.0,25,13483.62368,1
TH-21235,8.0,26,12896.252,1
TH-21550,5.0,26,12808.9063,1
TM-11010,590.0,3,300.666,0
TM-11490,102.0,8,2063.022,2
TM-21010,64.0,27,14158.9626,1
TM-21490,40.0,27,13908.8563,1
TN-11040,769.0,2,187.35,0
TN-21040,70.0,29,9410.26404,1
TP-11130,139.0,6,1261.449,2
TP-11415,641.0,4,1950.9479999999999,0
TP-11565,103.0,5,857.37,2
TP-21130,2.0,37,22697.57728,1
TP-21415,48.0,22,10926.72382,1
TP-21565,14.0,30,12429.8013,1
TR-11325,168.0,4,2395.716,2
TR-21325,1.0,22,10033.18706,1
TS-11085,219.0,8,1390.68,2
TS-11160,105.0,5,1130.07,2
TS-11205,307.0,3,641.646,2
TS-11340,40.0,5,1631.316,2
TS-11370,18.0,10,4573.584,2
TS-11430,834.0,7,5812.08,0
TS-11505,287.0,4,2123.946,2
TS-11610,380.0,5,2011.14,0
TS-11655,285.0,6,452.88,2
TS-21085,41.0,19,5395.2094,2
TS-21160,8.0,22,6805.942,1
TS-21205,63.0,32,13888.62492,1
TS-21340,8.0,31,16997.02948,1
TS-21370,36.0,27,23201.678,1
TS-21430,47.0,22,9532.9166,1
TS-21505,11.0,27,17613.4163,1
TS-21610,72.0,30,20565.95,1
TS-21655,99.0,24,9525.457199999999,1
TT-11070,37.0,2,1572.33,2
TT-11220,5.0,9,1826.4,2
TT-11265,94.0,9,5049.042,2
TT-11460,42.0,8,1649.784,2
TT-21070,14.0,31,15673.063900000001,1
TT-21220,37.0,22,13224.56416,1
TT-21265,1.0,20,4730.638,2
TT-21460,12.0,32,18432.013460000002,1
TW-11025,293.0,8,323.109,2
TW-21025,41.0,27,13931.8966,1
TZ-11445,368.0,7,745.14,0
TZ-11580,48.0,5,403.014,2
TZ-21445,8.0,28,14601.6714,1
TZ-21580,35.0,19,10455.5278,1
VB-11745,4.0,4,783.63,2
VB-21745,12.0,21,9961.05,1
VD-11670,0.0,9,1230.051,2
VD-21670,36.0,21,14754.8714,1
VF-11715,94.0,4,602.352,2
VF-21715,13.0,24,12000.133,1
VG-11790,160.0,4,386.172,2
VG-11805,135.0,4,1190.22,2
VG-21790,154.0,27,9908.6065,1
VG-21805,2.0,23,22573.37116,1
VM-11685,13.0,6,858.978,2
VM-11835,8.0,3,1270.4099999999999,2
VM-21685,32.0,32,13708.12232,1
VM-21835,314.0,20,2621.817,2
VP-11730,162.0,4,432.0,2
VP-11760,648.0,3,1615.662,0
VP-21730,40.0,29,11629.269,1
VP-21760,75.0,28,16935.5635,1
VS-11820,163.0,7,1136.214,2
VS-21820,138.0,15,10275.775,1
VT-11700,125.0,7,1271.442,2
VT-21700,7.0,25,18099.3061,1
VW-11775,7.0,5,1253.166,2
VW-21775,6.0,30,15785.3774,1
WB-21850,96.0,38,16704.6612,1
XP-11865,160.0,3,1011.798,2
XP-21865,43.0,27,11187.1526,1
YC-11895,99.0,4,166.299,2
YC-21895,4.0,27,19998.0786,1
YS-11880,4.0,6,1328.832,2
YS-21880,9.0,26,18703.606,1
ZC-11910,200.0,1,7.173,2
ZC-21910,3.0,37,28472.81926,1
ZD-11925,3.0,9,2951.226,2
ZD-21925,1.0,20,9479.3444,1
