Product Name,OrderCount,TotalQuantity,TotalSales,TotalProfit,AvgPrice,Cluster_DBSCAN
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,3,6,1023.3520000000001,-9.303200000000004,170.55866666666668,0
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,4,18,91.68599999999999,-10.4118,5.8275,0
Hoover Commercial SteamVac,4,14,168.392,35.308,10.864,0
"Hoover Microwave, Black",13,32,7966.6902,1528.5802,251.11654615384617,0
"Hoover Microwave, Red",13,43,12036.96,1258.44,282.5243076923077,0
"Hoover Microwave, Silver",12,29,7377.9202,2630.4602,224.99528333333333,0
"Hoover Microwave, White",17,58,14674.31,2620.5,252.64235294117648,0
Hoover Portapower Portable Vacuum,4,18,61.824,1.3439999999999994,3.136,0
"Hoover Refrigerator, Black",7,18,7815.258000000001,1371.928,460.60457142857143,0
"Hoover Refrigerator, Red",8,29,11761.911,3055.561,407.632225,0
"Hoover Refrigerator, Silver",8,19,7799.748,1886.4279999999999,447.9585,0
"Hoover Refrigerator, White",11,39,18161.72,1678.08,421.10909090909087,0
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,4,6,9.768,0.44399999999999995,1.554,0
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",5,18,56.09,3.475999999999999,3.16,0
Hoover Shoulder Vac Commercial Portable Vacuum,6,16,5009.48,715.64,292.2196666666667,0
"Hoover Stove, Black",13,35,15893.628,1964.388,454.1743846153846,0
"Hoover Stove, Silver",8,26,10316.1638,-2093.0862,419.562575,0
"Hoover Stove, White",18,81,32842.6043,-2180.6257000000005,450.5598777777778,0
"Hoover Toaster, Black",11,31,2372.4791999999998,871.3091999999999,77.2551,0
"Hoover Toaster, Red",13,51,3253.596,227.87600000000003,63.90953846153846,0
"Hoover Toaster, Silver",13,48,2746.3319,660.9019,56.23836153846154,0
"Hoover Toaster, White",14,42,2847.8522000000003,641.2122,68.71467142857144,0
Hoover Upright Vacuum With Dirt Cup,6,31,6832.907999999999,460.3526999999999,241.275,0
Hoover WindTunnel Plus Canister Vacuum,3,9,3051.3,697.44,339.0333333333333,0
"Hot File 7-Pocket, Floor Stand",13,49,8138.232,2016.711,164.74153846153845,0
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",4,17,681.454,256.1922,36.6605,0
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",6,14,500.308,101.7868,35.94166666666667,0
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",6,24,1184.232,448.76160000000004,46.746,0
"Howard Miller 12"" Round Wall Clock",2,14,479.33799999999997,127.2996,35.361,0
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,2,14,786.9,147.9372,47.214,0
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",6,27,1042.068,294.3138,39.11666666666667,0
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",7,27,1047.7359999999999,340.5142,38.03257142857142,0
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",5,17,949.026,247.57199999999997,55.016,0
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",9,31,1324.8,201.825,44.849999999999994,0
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",7,29,1636.864,375.9672,56.63257142857143,0
"Howard Miller 16"" Diameter Gallery Wall Clock",4,12,575.46,107.41919999999999,54.349,0
Howard Miller Distant Time Traveler Alarm Clock,6,21,531.948,192.2142,23.764,0
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1,8,1113.024,111.3024,139.128,0
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",4,8,83.952,15.857600000000001,9.911,0
Hunt Boston Vacuum Mount KS Pencil Sharpener,5,20,671.808,153.95600000000002,32.190799999999996,0
"Hunt PowerHouse Electric Pencil Sharpener, Blue",10,44,1617.9479999999999,448.164,35.7012,0
Hypercom P1300 Pinpad,7,21,1108.8,275.31,52.199999999999996,0
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,10,52,542.984,95.2016,10.5248,0
I.R.I.S IRISCard Anywhere 5 Card Scanner,1,3,350.973,152.0883,116.991,0
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",6,16,458.504,185.88,27.882,0
"Ibico 3-Hole Punch, Clear",36,101,2615.0313,749.3613,24.999775,0
"Ibico 3-Hole Punch, Durable",38,96,2705.6324999999997,712.4825000000001,27.687269230769232,0
"Ibico 3-Hole Punch, Economy",32,82,1762.649,515.9689999999999,21.343546875,0
"Ibico 3-Hole Punch, Recycled",37,135,3606.824,1011.044,25.031043243243243,0
"Ibico Binder Covers, Clear",50,156,1721.78,86.99,11.30956,0
"Ibico Binder Covers, Durable",34,111,1363.5,128.25,12.472014705882353,0
"Ibico Binder Covers, Economy",35,130,1585.675,240.745,11.943100000000001,0
"Ibico Binder Covers, Recycled",44,131,1639.9639,216.6139,12.155797727272727,0
"Ibico Binder, Clear",33,98,1272.7884,129.5084,13.082309090909092,0
"Ibico Binder, Durable",33,110,1610.4398,83.25979999999998,14.249478787878788,0
"Ibico Binder, Economy",37,108,1234.272,212.482,11.393837837837838,0
"Ibico Binder, Recycled",38,119,1354.2144,101.7744,12.48997894736842,0
"Ibico Binding Machine, Clear",36,132,5865.276800000001,849.2568,44.12426666666667,0
"Ibico Binding Machine, Durable",49,148,6411.258,1821.978,43.977599999999995,0
"Ibico Binding Machine, Economy",35,135,5539.4766,668.5766,42.64921714285715,0
"Ibico Binding Machine, Recycled",43,153,6950.2568,863.9968,45.554358139534884,0
Ibico Covers for Plastic or Wire Binding Elements,7,20,184.0,57.5,8.871428571428572,0
Ibico EB-19 Dual Function Manual Binding System,8,23,3234.913,1086.3772,131.904875,0
Ibico EPK-21 Electric Binding System,3,13,15875.916000000001,3345.2823,1259.9933333333333,1
Ibico Hi-Tech Manual Binding System,11,34,5398.323,-304.98999999999995,174.6760909090909,0
"Ibico Hole Reinforcements, Clear",35,98,492.3715,109.51150000000001,4.8117,0
"Ibico Hole Reinforcements, Durable",30,102,760.8455,141.3755,7.12877,0
"Ibico Hole Reinforcements, Economy",43,169,928.3885,216.80849999999998,5.710125581395349,0
"Ibico Hole Reinforcements, Recycled",40,160,1029.49,272.03,6.3393749999999995,0
Ibico Ibimaster 300 Manual Binding System,8,28,7985.383,2318.337,308.191625,0
"Ibico Index Tab, Clear",83,251,1807.1811,125.6411,7.149827710843374,0
"Ibico Index Tab, Durable",33,102,693.705,128.92499999999998,7.3813545454545455,0
"Ibico Index Tab, Economy",39,134,1040.653,191.97299999999998,8.016589743589744,0
Ibico Laser Imprintable Binding System Covers,8,34,1100.4,138.33599999999998,33.405,0
Ibico Plastic Spiral Binding Combs,13,47,1100.48,328.928,20.344615384615388,0
Ibico Plastic and Wire Spiral Binding Combs,9,41,208.221,21.5808,5.432666666666666,0
Ibico Presentation Index for Binding Systems,7,27,72.038,15.084200000000001,2.899714285714286,0
Ibico Recycled Grain-Textured Covers,4,8,141.614,3.4540000000000006,20.724,0
Ibico Recycled Linen-Style Covers,4,24,749.952,262.4832,27.342,0
Ibico Standard Transparent Covers,10,34,390.576,104.81280000000001,11.041599999999999,0
Iceberg Mobile Mega Data/Printer Cart ,8,49,5751.773999999999,1388.6082,117.32175,0
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",6,31,1589.406,253.8392,51.427666666666674,0
"Iceberg OfficeWorks 42"" Round Tables",7,30,3457.442,-392.54799999999994,120.784,0
Ideal Clamps,8,33,58.692,24.8637,1.809,0
"Ikea 3-Shelf Cabinet, Metal",21,65,6424.759,-394.721,103.3392380952381,0
"Ikea 3-Shelf Cabinet, Mobile",17,63,6624.672,598.9920000000001,99.48235294117647,0
"Ikea 3-Shelf Cabinet, Pine",17,45,5150.5578000000005,-519.4721999999999,112.72008235294118,0
"Ikea 3-Shelf Cabinet, Traditional",12,41,4560.9288,1369.2287999999999,105.7617,0
"Ikea Classic Bookcase, Metal",23,80,25055.0253,735.5253000000001,328.31244782608695,0
"Ikea Classic Bookcase, Mobile",16,65,21804.411,5348.081,334.0051875,0
"Ikea Classic Bookcase, Pine",19,52,16631.406,-1000.2540000000001,323.8848947368421,0
"Ikea Classic Bookcase, Traditional",21,62,22751.9325,5367.1725,369.85607142857145,0
"Ikea Corner Shelving, Metal",15,46,4449.9264,-523.7436,99.05061333333333,0
"Ikea Corner Shelving, Mobile",14,63,6951.2716,912.7316,105.8161,0
"Ikea Corner Shelving, Pine",15,45,4022.59,754.09,90.4046,0
"Ikea Corner Shelving, Traditional",13,37,3400.558,437.12800000000004,92.13723076923078,0
"Ikea Floating Shelf Set, Metal",13,44,5082.68,139.64000000000001,128.00307692307692,0
"Ikea Floating Shelf Set, Mobile",11,37,4713.316,872.716,126.764,0
"Ikea Floating Shelf Set, Pine",18,68,8919.8678,589.4578,128.06802222222223,0
"Ikea Floating Shelf Set, Traditional",29,94,12397.913,-1033.027,128.55775172413794,0
"Ikea Library with Doors, Metal",17,51,14360.3935,1221.0935,299.1022352941177,0
"Ikea Library with Doors, Mobile",20,67,19259.063000000002,763.663,276.26205,0
"Ikea Library with Doors, Pine",28,94,22536.0688,-277.95119999999986,243.55079285714285,0
"Ikea Library with Doors, Traditional",18,59,18108.935,1165.555,298.1143888888889,0
"Ikea Stackable Bookrack, Metal",22,84,7279.686,101.64599999999999,91.88132727272728,0
"Ikea Stackable Bookrack, Mobile",23,86,7949.271,2703.631,94.78591304347826,0
"Ikea Stackable Bookrack, Pine",16,55,6184.107,2182.827,109.85878125,0
"Ikea Stackable Bookrack, Traditional",16,62,6543.3204000000005,1520.8704,106.8233625,0
Imation Bio 2GB USB Flash Drive Imation Corp,3,16,2098.88,881.5296,131.18,0
Imation Bio 8GB USB Flash Drive Imation Corp,4,16,2659.84,398.976,166.24,0
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,9,34,1007.152,342.56419999999997,30.185111111111112,0
Imation 30456 USB Flash Drive 8GB,5,23,154.56,8.556,6.624,0
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,5,18,467.21999999999997,143.76,26.356,0
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3,13,350.20399999999995,8.7551,28.177333333333333,0
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,8,25,357.0,23.25,13.875,0
Imation Clip USB flash drive - 8 GB,7,25,443.68,1.879999999999999,17.18857142857143,0
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,5,32,1926.9360000000001,408.744,60.824999999999996,0
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,6,24,888.966,196.0284,36.72366666666667,0
Imation Swivel Flash Drive USB flash drive - 8 GB,2,5,54.57599999999999,17.6235,10.233,0
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,3,14,42.42,8.9082,3.03,0
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4,15,54.599999999999994,22.47,3.78,0
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",3,6,121.392,48.5568,20.981333333333335,0
Innergie mMini Combo Duo USB Travel Charging Kit,6,19,746.834,302.3328,40.491,0
Insertable Tab Indexes For Data Binders,5,13,17.49,-4.8336,1.2719999999999998,0
Insertable Tab Post Binder Dividers,8,25,66.566,-39.699,3.4085,0
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",3,10,197.82,81.326,20.514666666666667,0
"Iris 3-Drawer Stacking Bin, Black",3,16,284.104,-43.4512,18.104666666666667,0
Iris Project Case,6,30,225.036,47.88,7.448,0
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",6,25,161.32,59.57,6.413333333333334,0
JBL Micro Wireless Portable Bluetooth Speaker,6,17,779.87,14.997499999999999,45.992333333333335,0
JM Magazine Binder,6,18,204.72400000000002,50.190400000000004,12.932833333333335,0
Jabra BIZ 2300 Duo QD Duo Corded Headset,4,17,1727.064,129.5298,101.592,0
Jabra SPEAK 410,9,37,3158.064,654.1704,85.63533333333334,0
Jabra SPEAK 410 Multidevice Speakerphone,3,13,2018.702,10.299500000000009,151.05933333333334,0
Jabra Supreme Plus Driver Edition Headset,5,22,2159.82,259.1784,100.7916,0
Jackery Bar Premium Fast-charging Portable Charger,4,18,467.22,192.279,25.4575,0
Jawbone JAMBOX Wireless Bluetooth Speaker,3,14,2022.272,872.1048000000001,147.45733333333334,0
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,5,18,2027.304,-339.7104,115.06320000000001,0
Jensen SMPS-640 - speaker phone,4,12,496.584,88.28160000000001,41.382,0
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,4,19,552.706,177.6555,30.5065,0
"Jiffy Business Envelopes, Recycled",45,150,1936.2372,174.5072,13.122879999999999,0
"Jiffy Business Envelopes, Security-Tint",22,65,928.2868000000001,96.4368,13.345945454545456,0
"Jiffy Business Envelopes, Set of 50",16,56,865.15,103.23,15.7625,0
"Jiffy Clasp Envelope, Recycled",18,52,262.788,26.078,4.961333333333333,0
"Jiffy Clasp Envelope, Security-Tint",15,35,279.552,-17.788,8.881599999999999,0
"Jiffy Clasp Envelope, Set of 50",14,33,177.8124,39.6624,5.3270285714285714,0
"Jiffy Clasp Envelope, with clear poly window",22,67,543.906,113.926,8.566254545454546,0
"Jiffy Interoffice Envelope, Recycled",17,75,2756.624,887.084,35.819435294117646,0
"Jiffy Interoffice Envelope, Security-Tint",13,38,1299.958,77.218,31.720953846153847,0
"Jiffy Interoffice Envelope, Set of 50",14,74,2620.7639999999997,-32.466,36.26742857142857,0
"Jiffy Interoffice Envelope, with clear poly window",13,49,1772.7905999999998,320.62059999999997,38.67683076923077,0
"Jiffy Mailers, Recycled",17,52,1070.5871,-165.1729,22.731629411764708,0
"Jiffy Mailers, Security-Tint",18,84,2454.659,328.569,28.3585,0
"Jiffy Mailers, Set of 50",14,42,1100.232,55.24200000000001,26.2845,0
"Jiffy Mailers, with clear poly window",16,66,2006.0531,530.5731,29.33664375,0
"Jiffy Manila Envelope, Recycled",11,45,680.1247999999999,-255.6352,16.863281818181818,0
"Jiffy Manila Envelope, Security-Tint",15,45,1136.4,372.21,24.306333333333335,0
"Jiffy Manila Envelope, Set of 50",15,59,957.0813,216.0413,17.380460000000003,0
"Jiffy Manila Envelope, with clear poly window",22,87,1816.4385,328.1785,21.616272727272726,0
Jiffy Padded Mailers with Self-Seal Closure,1,2,29.808,10.8054,14.904,0
"Jiffy Peel and Seal, Recycled",17,70,1062.8277,180.1477,14.878341176470586,0
"Jiffy Peel and Seal, Security-Tint",16,56,936.738,119.05799999999999,17.0409375,0
"Jiffy Peel and Seal, Set of 50",15,54,793.5966000000001,157.6766,15.003053333333334,0
"Jiffy Peel and Seal, with clear poly window",25,71,1168.9435,52.94349999999999,16.59176,0
KI Adjustable-Height Table,18,74,4552.641,-248.4822,65.67916666666666,0
KI Conference Tables,8,44,2140.878,-479.2164,47.85075,0
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,3,13,126.36000000000001,36.644400000000005,9.72,0
Kensington 4 Outlet MasterPiece Compact Power Control Center,7,36,2488.392,380.5776,67.37942857142858,0
Kensington 6 Outlet Guardian Standard Surge Protector,6,20,409.6,110.592,20.48,0
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,2,9,812.1600000000001,235.52639999999997,90.24000000000001,0
Kensington 6 Outlet SmartSocket Surge Protector,2,6,147.528,-36.882000000000005,24.587999999999997,0
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,5,21,2491.28,563.816,104.896,0
Kensington 7 Outlet MasterPiece Power Center,5,21,2883.276,229.5942,142.384,0
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,4,8,1473.108,311.22,191.91899999999998,0
Kensington Expert Mouse Optical USB Trackball for PC or Mac,6,20,1690.8220000000001,360.962,85.491,0
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,6,20,321.846,106.17599999999999,16.037,0
Kensington Orbit Wireless Mobile Trackball for PC and Mac,5,33,1703.716,357.5404,50.3916,0
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,4,13,549.89,120.9758,42.4915,0
KeyTronic 6101 Series - Keyboard - Black,2,10,360.712,127.06899999999999,36.891000000000005,0
KeyTronic E03601U1 - Keyboard - Beige,6,18,324.0,58.32,18.0,0
KeyTronic KT400U2 - Keyboard - Black,3,15,148.03199999999998,24.672,9.594666666666667,0
KeyTronic KT800P2 - Keyboard - Black,3,6,75.1,1.2015999999999998,13.017333333333333,0
Kingston Digital DataTraveler 16GB USB 2.0,13,57,477.93,64.7085,8.399230769230769,0
Kingston Digital DataTraveler 32GB USB 2.0,7,22,355.95,5.4239999999999995,15.981428571428571,0
Kingston Digital DataTraveler 64GB USB 2.0,2,6,202.68,16.2144,33.78,0
Kingston Digital DataTraveler 8GB USB 2.0,3,9,44.03,-2.0229999999999997,5.156666666666666,0
"KitchenAid Blender, Black",15,50,3593.3312,618.7612,69.57963333333333,0
"KitchenAid Blender, Silver",17,73,5810.403,1791.543,78.86679411764706,0
"KitchenAid Blender, White",6,14,1072.3600000000001,270.44,76.91333333333334,0
"KitchenAid Coffee Grinder, Black",6,20,1146.3600000000001,251.46,59.02666666666667,0
"KitchenAid Coffee Grinder, Red",11,32,2071.1133,540.9933,62.12037272727273,0
"KitchenAid Coffee Grinder, Silver",8,22,1106.2839999999999,-25.016000000000005,50.002375,0
"KitchenAid Coffee Grinder, White",10,33,1962.2459999999999,545.646,60.3768,0
"KitchenAid Microwave, Black",9,33,8622.4075,1929.3474999999999,263.7463888888889,0
"KitchenAid Microwave, Red",15,47,12712.776,1879.136,283.4256,0
"KitchenAid Microwave, Silver",18,59,14728.1276,996.7676,232.09278333333336,0
"KitchenAid Microwave, White",10,39,11246.4516,2784.6216,281.62397999999996,0
"KitchenAid Refrigerator, Black",10,52,21870.0339,3443.1639000000005,421.54442,0
"KitchenAid Refrigerator, Red",6,21,7047.999,-1087.901,310.6047,0
"KitchenAid Refrigerator, Silver",13,46,17763.984,4858.014,401.26215384615386,0
"KitchenAid Refrigerator, White",11,37,13446.604800000001,1130.4648000000002,392.95253333333335,0
"KitchenAid Stove, Black",12,50,19549.8842,1782.1942,396.6491833333334,0
"KitchenAid Stove, Red",11,31,13474.545,1223.6249999999998,440.57045454545454,0
"KitchenAid Stove, Silver",12,46,21966.328999999998,5725.209,480.1903333333333,0
"KitchenAid Stove, White",5,17,7558.257,79.34699999999998,431.9004,0
"KitchenAid Toaster, Black",17,39,2939.4125,509.7825,75.19485294117646,0
"KitchenAid Toaster, Red",10,31,2135.844,608.044,63.989999999999995,0
"KitchenAid Toaster, Silver",10,24,1724.269,531.049,70.5774,0
"KitchenAid Toaster, White",18,62,4712.1516,1666.1916,76.41226666666665,0
"Kleencut Box Cutter, Easy Grip",10,29,579.8364,-20.20360000000001,20.540910000000004,0
"Kleencut Box Cutter, High Speed",30,115,2615.844,-283.096,23.51965,0
"Kleencut Box Cutter, Serrated",20,58,1547.018,247.958,24.33805,0
"Kleencut Box Cutter, Steel",19,73,1915.3125,27.022499999999994,24.72507894736842,0
Kleencut Forged Office Shears by Acme United Corporation,2,5,9.568,2.2880000000000003,1.8719999999999999,0
"Kleencut Letter Opener, Easy Grip",37,141,3192.401,768.881,22.57516216216216,0
"Kleencut Letter Opener, High Speed",15,55,1262.142,318.462,23.637600000000003,0
"Kleencut Letter Opener, Steel",16,47,844.7472,173.0072,18.3843,0
"Kleencut Ruler, Easy Grip",21,69,971.3682,58.4982,13.322257142857143,0
"Kleencut Ruler, High Speed",18,62,684.4184,90.8284,11.423044444444445,0
"Kleencut Ruler, Serrated",15,54,470.592,102.16199999999999,8.9604,0
"Kleencut Ruler, Steel",17,57,557.6256,44.6356,9.460799999999999,0
"Kleencut Scissors, Easy Grip",14,50,907.8627,-4.057300000000007,18.661185714285715,0
"Kleencut Scissors, High Speed",22,67,1198.8305,289.08050000000003,17.48751818181818,0
"Kleencut Scissors, Serrated",20,77,1289.4209999999998,73.82100000000001,16.578269999999996,0
"Kleencut Scissors, Steel",20,79,1334.6580000000001,128.628,16.7013,0
"Kleencut Shears, Easy Grip",19,56,2093.0288,171.6388,38.35544210526316,0
"Kleencut Shears, High Speed",18,50,1601.093,-110.34699999999998,32.167366666666666,0
"Kleencut Shears, Serrated",27,86,2570.3811,-167.51889999999997,34.4218,0
"Kleencut Shears, Steel",22,96,3459.3642,688.8142,34.928304545454544,0
"Kleencut Trimmer, Easy Grip",19,72,2665.2255,373.50550000000004,36.61515789473684,0
"Kleencut Trimmer, High Speed",20,62,1928.0141,292.7841,33.61354,0
"Kleencut Trimmer, Serrated",15,46,1475.3768,161.1368,30.83446,0
"Kleencut Trimmer, Steel",26,102,3263.5419,28.311899999999987,33.653342307692306,0
Konftel 250 Conference phone - Charcoal black,4,9,2221.596,324.6948,256.33799999999997,0
"Konica Calculator, Durable",6,18,771.5925,90.29249999999999,44.39000000000001,0
"Konica Calculator, Red",12,35,1199.988,136.068,37.87225,0
"Konica Calculator, White",9,19,808.6464,96.77640000000001,42.4228,0
"Konica Calculator, Wireless",11,46,1724.2699,534.9499,38.597336363636366,0
"Konica Card Printer, Durable",10,44,4709.458,-612.732,123.87159999999999,0
"Konica Card Printer, Red",19,67,9125.4928,1836.7428,127.54703157894737,0
"Konica Card Printer, White",8,29,3604.6780000000003,446.33799999999997,141.757,0
"Konica Card Printer, Wireless",11,32,4729.59,1288.74,144.91336363636364,0
"Konica Inkjet, Durable",10,19,5301.450000000001,560.9100000000001,268.19100000000003,0
"Konica Inkjet, White",18,62,17328.8514,4457.7214,282.0617333333333,0
"Konica Inkjet, Wireless",22,76,19911.376,2522.836,260.28263636363636,0
Konica Minolta magicolor 1690MF Multifunction Printer,1,8,319.92,118.3704,39.99,0
"Konica Phone, Durable",10,31,1829.772,45.46199999999999,60.27315,0
"Konica Phone, Red",19,56,3921.147,941.667,66.5988947368421,0
"Konica Phone, White",15,46,3465.216,835.5360000000001,70.7632,0
"Konica Phone, Wireless",15,79,5857.7597,1074.4697,74.27662666666667,0
"Konica Printer, Durable",9,29,6149.682,1057.262,199.4813333333333,0
"Konica Printer, Red",9,21,3837.0552000000002,200.8752,185.39485555555555,0
"Konica Printer, White",12,35,8414.3875,2414.4975,236.2229166666667,0
"Konica Printer, Wireless",8,31,7097.76,425.0700000000001,236.034,0
"Konica Receipt Printer, Durable",16,59,6874.7466,1670.1966,116.86335,0
"Konica Receipt Printer, Red",12,46,4473.52,433.51,94.19333333333333,0
"Konica Receipt Printer, White",13,45,4796.235,1211.985,105.34546153846154,0
"Konica Receipt Printer, Wireless",14,44,5020.4,805.93,117.15625,0
"Kraft Business Envelopes, Recycled",30,124,1590.9436,203.0236,12.774146666666667,0
"Kraft Business Envelopes, Security-Tint",18,53,780.8452,144.3752,14.792955555555558,0
"Kraft Business Envelopes, Set of 50",19,68,1060.605,345.715,16.29596842105263,0
"Kraft Clasp Envelope, Recycled",17,46,262.73,57.5,6.293529411764705,0
"Kraft Clasp Envelope, Security-Tint",13,34,342.0,12.5,9.646153846153847,0
"Kraft Clasp Envelope, Set of 50",20,72,479.76,-5.58,6.543000000000001,0
"Kraft Clasp Envelope, with clear poly window",28,111,995.5088,42.528800000000004,9.400521428571428,0
"Kraft Interoffice Envelope, Recycled",17,50,1894.0272,412.7772,36.835976470588236,0
"Kraft Interoffice Envelope, Security-Tint",21,69,2706.024,605.0640000000001,41.1,0
"Kraft Interoffice Envelope, Set of 50",19,65,2271.71,229.19,35.67566315789473,0
"Kraft Interoffice Envelope, with clear poly window",20,48,1711.7713999999999,476.0414,35.77614,0
"Kraft Mailers, Recycled",16,60,1643.895,261.65500000000003,26.274375000000003,0
"Kraft Mailers, Security-Tint",19,56,1730.16,168.59999999999997,30.91578947368421,0
"Kraft Mailers, Set of 50",15,62,1788.7515,163.3615,29.023966666666663,0
"Kraft Mailers, with clear poly window",13,49,1746.456,449.37600000000003,35.88810769230769,0
"Kraft Manila Envelope, Recycled",20,48,809.5329,110.3729,16.91901,0
"Kraft Manila Envelope, Security-Tint",20,91,1946.8971,-124.1229,23.203485,0
"Kraft Manila Envelope, Set of 50",22,70,1320.2616,-93.2184,20.01199090909091,0
"Kraft Manila Envelope, with clear poly window",15,48,1077.1761000000001,314.8961,18.73872,0
"Kraft Peel and Seal, Recycled",16,56,933.2502000000001,52.0002,16.0669625,0
"Kraft Peel and Seal, Security-Tint",18,65,1270.8528000000001,56.872800000000005,20.168633333333332,0
"Kraft Peel and Seal, Set of 50",21,66,949.1650999999999,26.815100000000008,15.868366666666667,0
"Kraft Peel and Seal, with clear poly window",20,62,1116.9945,242.0345,17.69409,0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",8,28,261.6,41.856,9.81,0
LG Electronics Tone+ HBS-730 Bluetooth Headset,4,18,904.552,133.30239999999998,50.5835,0
LG Exalt,3,12,1154.326,-212.1464,103.99333333333334,0
LG G2,1,5,1499.97,-374.9925,299.994,0
LG G3,4,10,1803.108,411.579,176.39100000000002,0
Laminate Occasional Tables,3,18,2096.168,-206.5342,118.16633333333334,0
Large Capacity Hanging Post Binders,5,22,276.945,-19.461000000000002,13.472999999999999,0
Laser & Ink Jet Business Envelopes,5,20,198.462,83.226,10.2432,0
"Leather Task Chair, Black",6,19,1437.484,54.588,72.784,0
Lenovo 17-Key USB Numeric Keypad,5,13,367.092,22.4334,28.551599999999997,0
"Lesro Coffee Table, Adjustable Height",6,17,2482.589,132.73900000000003,168.04783333333333,0
"Lesro Coffee Table, Fully Assembled",3,11,1115.268,-474.162,95.75533333333334,0
"Lesro Coffee Table, Rectangular",4,10,1472.463,-793.6769999999999,137.2635,0
"Lesro Coffee Table, with Bottom Storage",6,23,4275.6,249.47999999999996,184.79999999999998,0
"Lesro Computer Table, Adjustable Height",6,23,6700.984,138.71400000000003,325.34791666666666,0
"Lesro Computer Table, Fully Assembled",7,34,7223.262,-2322.8379999999997,238.78307142857142,0
"Lesro Computer Table, with Bottom Storage",3,10,3272.028,86.02800000000002,258.318,0
"Lesro Conference Table, Adjustable Height",6,20,10919.079,163.029,494.36775000000006,0
"Lesro Conference Table, Fully Assembled",5,12,7029.8925,-518.4775,612.2162999999999,0
"Lesro Conference Table, Rectangular",6,23,11002.93,860.6300000000001,497.88733333333334,0
"Lesro Conference Table, with Bottom Storage",8,24,12777.942000000001,154.08200000000016,584.226375,0
"Lesro Round Back Collection Coffee Table, End Table",8,20,2847.7799999999997,-328.59,130.06687499999998,0
"Lesro Round Table, Adjustable Height",5,19,3960.6240000000003,-2402.976,232.85320000000002,0
"Lesro Round Table, Fully Assembled",5,17,3723.0708,-154.3092,243.06527999999997,0
"Lesro Round Table, Rectangular",8,38,10707.497,585.457,310.022875,0
"Lesro Round Table, with Bottom Storage",3,11,3661.281,-33.27899999999998,286.273,0
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",9,39,2298.114,-12.13290000000001,58.682,0
"Lesro Training Table, Adjustable Height",7,27,4223.8308,-1443.9792000000002,156.65802857142856,0
"Lesro Training Table, Fully Assembled",6,19,3483.7803,-842.5496999999999,199.54935,0
"Lesro Training Table, Rectangular",5,25,2711.6466,-2581.2834000000003,106.01525999999998,0
"Lesro Training Table, with Bottom Storage",4,12,2073.344,-7.215999999999987,183.45600000000002,0
"Lesro Wood Table, Adjustable Height",5,24,6480.756,-711.044,250.46400000000003,0
